"code_module","code_presentation","id_student","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","final_result"
"EEE","2013J","195234","M","Scotland","Lower Than A Level","90-100%","0-35","0","30","N","Fail"
"EEE","2013J","197486","M","Wales","HE Qualification","60-70%","0-35","0","60","N","Pass"
"EEE","2013J","197730","M","Scotland","HE Qualification","90-100%","35-55","0","140","N","Withdrawn"
"EEE","2013J","200095","M","East Anglian Region","HE Qualification","80-90%","35-55","0","30","N","Pass"
"EEE","2013J","202677","M","London Region","Lower Than A Level","10-20","35-55","0","60","N","Pass"
"EEE","2013J","205425","M","East Anglian Region","A Level or Equivalent","50-60%","0-35","0","60","N","Distinction"
"EEE","2013J","227192","M","London Region","Lower Than A Level","60-70%","0-35","0","60","N","Pass"
"EEE","2013J","227811","M","West Midlands Region","A Level or Equivalent","60-70%","0-35","0","30","N","Withdrawn"
"EEE","2013J","231673","M","North Western Region","HE Qualification","70-80%","0-35","0","60","N","Withdrawn"
"EEE","2013J","233311","F","South West Region","Lower Than A Level","40-50%","0-35","0","60","N","Pass"
"EEE","2013J","233771","M","South West Region","A Level or Equivalent","20-30%","0-35","0","60","N","Pass"
"EEE","2013J","234311","M","Scotland","A Level or Equivalent","20-30%","0-35","0","60","N","Pass"
"EEE","2013J","238249","M","East Anglian Region","A Level or Equivalent","50-60%","0-35","0","30","N","Fail"
"EEE","2013J","242778","M","Scotland","HE Qualification","90-100%","35-55","0","150","N","Pass"
"EEE","2013J","242858","M","East Midlands Region","A Level or Equivalent","20-30%","0-35","0","60","N","Pass"
"EEE","2013J","245316","M","North Western Region","Lower Than A Level","20-30%","0-35","0","30","N","Fail"
"EEE","2013J","245494","M","Scotland","HE Qualification","60-70%","35-55","0","90","N","Pass"
"EEE","2013J","245605","M","South Region","A Level or Equivalent","90-100%","0-35","0","60","N","Distinction"
"EEE","2013J","246060","M","West Midlands Region","Lower Than A Level","60-70%","0-35","0","120","N","Distinction"
"EEE","2013J","248734","M","North Region","A Level or Equivalent","","0-35","0","30","N","Withdrawn"
"EEE","2013J","250047","M","Scotland","HE Qualification","30-40%","35-55","0","90","N","Pass"
"EEE","2013J","255449","M","Scotland","A Level or Equivalent","20-30%","0-35","0","60","N","Withdrawn"
"EEE","2013J","259662","M","West Midlands Region","Lower Than A Level","80-90%","35-55","0","120","N","Pass"
"EEE","2013J","265769","F","East Anglian Region","A Level or Equivalent","30-40%","0-35","0","90","N","Pass"
"EEE","2013J","266915","M","North Western Region","Lower Than A Level","60-70%","35-55","0","60","N","Withdrawn"
"EEE","2013J","269764","M","Scotland","HE Qualification","60-70%","0-35","0","215","N","Pass"
"EEE","2013J","270638","M","South West Region","Lower Than A Level","20-30%","35-55","0","60","N","Pass"
"EEE","2013J","275162","M","South West Region","HE Qualification","30-40%","35-55","0","55","N","Fail"
"EEE","2013J","278786","M","Scotland","Lower Than A Level","40-50%","35-55","0","255","N","Withdrawn"
"EEE","2013J","280017","M","South Region","A Level or Equivalent","20-30%","0-35","0","150","N","Pass"
"EEE","2013J","281656","M","North Region","Lower Than A Level","30-40%","0-35","0","210","Y","Fail"
"EEE","2013J","282585","M","Scotland","Lower Than A Level","10-20","0-35","0","90","N","Fail"
"EEE","2013J","283133","M","East Midlands Region","HE Qualification","50-60%","0-35","0","120","N","Distinction"
"EEE","2013J","283811","M","North Western Region","HE Qualification","40-50%","35-55","0","60","N","Withdrawn"
"EEE","2013J","286262","M","South Region","Lower Than A Level","90-100%","0-35","0","30","Y","Withdrawn"
"EEE","2013J","286527","F","North Western Region","A Level or Equivalent","70-80%","0-35","0","120","N","Withdrawn"
"EEE","2013J","288282","M","East Midlands Region","Lower Than A Level","20-30%","0-35","0","30","N","Pass"
"EEE","2013J","288769","F","South West Region","A Level or Equivalent","40-50%","0-35","0","60","N","Withdrawn"
"EEE","2013J","290382","M","London Region","Lower Than A Level","10-20","0-35","0","60","N","Distinction"
"EEE","2013J","297853","M","South West Region","Lower Than A Level","90-100%","0-35","0","60","N","Distinction"
"EEE","2013J","300592","M","West Midlands Region","A Level or Equivalent","0-10%","0-35","0","90","N","Pass"
"EEE","2013J","305036","M","North Western Region","Lower Than A Level","50-60%","0-35","0","30","N","Pass"
"EEE","2013J","305783","M","East Anglian Region","Lower Than A Level","70-80%","0-35","0","60","N","Pass"
"EEE","2013J","306150","M","Scotland","A Level or Equivalent","80-90%","0-35","0","90","N","Pass"
"EEE","2013J","311845","M","Scotland","A Level or Equivalent","80-90%","35-55","0","30","N","Distinction"
"EEE","2013J","313501","F","East Midlands Region","A Level or Equivalent","50-60%","0-35","0","30","N","Pass"
"EEE","2013J","324332","F","South Region","A Level or Equivalent","","0-35","0","60","N","Pass"
"EEE","2013J","328844","M","South East Region","A Level or Equivalent","20-30%","0-35","0","70","N","Pass"
"EEE","2013J","328942","M","East Midlands Region","A Level or Equivalent","90-100%","0-35","0","40","N","Pass"
"EEE","2013J","329673","M","North Region","Lower Than A Level","","35-55","0","60","N","Pass"
"EEE","2013J","330354","F","West Midlands Region","Lower Than A Level","30-40%","0-35","0","60","N","Withdrawn"
"EEE","2013J","330530","M","North Western Region","A Level or Equivalent","30-40%","0-35","0","60","N","Withdrawn"
"EEE","2013J","330937","M","East Anglian Region","Lower Than A Level","40-50%","0-35","0","60","N","Withdrawn"
"EEE","2013J","333493","M","South Region","Lower Than A Level","80-90%","0-35","0","60","N","Pass"
"EEE","2013J","333976","M","West Midlands Region","A Level or Equivalent","0-10%","0-35","0","30","N","Fail"
"EEE","2013J","334154","M","West Midlands Region","A Level or Equivalent","10-20","0-35","0","30","N","Pass"
"EEE","2013J","336277","M","North Western Region","A Level or Equivalent","30-40%","35-55","0","60","N","Withdrawn"
"EEE","2013J","336402","F","North Western Region","A Level or Equivalent","10-20","0-35","0","40","N","Pass"
"EEE","2013J","338894","M","East Midlands Region","A Level or Equivalent","40-50%","35-55","0","160","N","Pass"
"EEE","2013J","339353","M","East Midlands Region","A Level or Equivalent","70-80%","0-35","0","120","N","Withdrawn"
"EEE","2013J","339640","M","South Region","A Level or Equivalent","90-100%","0-35","0","60","N","Pass"
"EEE","2013J","339785","M","East Anglian Region","Lower Than A Level","10-20","0-35","0","60","N","Pass"
"EEE","2013J","342962","M","East Midlands Region","Lower Than A Level","0-10%","35-55","0","60","N","Pass"
"EEE","2013J","343543","M","North Western Region","A Level or Equivalent","90-100%","0-35","0","90","N","Distinction"
"EEE","2013J","344676","F","London Region","A Level or Equivalent","40-50%","0-35","0","120","N","Pass"
"EEE","2013J","347518","M","Scotland","A Level or Equivalent","10-20","35-55","0","120","N","Pass"
"EEE","2013J","348351","M","East Midlands Region","Lower Than A Level","20-30%","0-35","0","30","N","Pass"
"EEE","2013J","348655","M","London Region","Lower Than A Level","80-90%","0-35","0","60","N","Pass"
"EEE","2013J","348708","M","West Midlands Region","Lower Than A Level","20-30%","0-35","0","60","N","Withdrawn"
"EEE","2013J","355205","M","West Midlands Region","Lower Than A Level","50-60%","0-35","0","120","N","Withdrawn"
"EEE","2013J","356568","F","South West Region","HE Qualification","70-80%","0-35","0","240","N","Pass"
"EEE","2013J","357493","M","East Anglian Region","Lower Than A Level","40-50%","35-55","0","60","N","Fail"
"EEE","2013J","359590","F","South West Region","A Level or Equivalent","10-20","0-35","0","30","Y","Withdrawn"
"EEE","2013J","363939","M","West Midlands Region","Lower Than A Level","30-40%","0-35","0","60","N","Pass"
"EEE","2013J","365222","M","London Region","HE Qualification","80-90%","0-35","0","60","N","Pass"
"EEE","2013J","365405","M","Scotland","A Level or Equivalent","50-60%","35-55","0","30","N","Fail"
"EEE","2013J","365762","M","Scotland","Lower Than A Level","70-80%","35-55","0","30","N","Withdrawn"
"EEE","2013J","368483","M","North Western Region","HE Qualification","0-10%","0-35","0","60","N","Withdrawn"
"EEE","2013J","369119","M","West Midlands Region","Lower Than A Level","0-10%","0-35","0","90","N","Fail"
"EEE","2013J","374192","F","South East Region","A Level or Equivalent","30-40%","35-55","0","30","Y","Distinction"
"EEE","2013J","374739","M","Scotland","A Level or Equivalent","10-20","0-35","0","30","N","Pass"
"EEE","2013J","378920","M","West Midlands Region","Lower Than A Level","20-30%","0-35","0","60","N","Distinction"
"EEE","2013J","379528","M","East Anglian Region","Lower Than A Level","70-80%","0-35","0","30","N","Pass"
"EEE","2013J","384797","M","North Western Region","A Level or Equivalent","0-10%","0-35","0","60","N","Pass"
"EEE","2013J","387537","M","London Region","A Level or Equivalent","10-20","0-35","0","30","N","Pass"
"EEE","2013J","387648","M","North Western Region","HE Qualification","10-20","0-35","0","60","N","Pass"
"EEE","2013J","388252","M","West Midlands Region","Lower Than A Level","70-80%","0-35","0","60","N","Withdrawn"
"EEE","2013J","388912","M","Scotland","A Level or Equivalent","80-90%","35-55","0","60","N","Fail"
"EEE","2013J","388923","M","North Region","A Level or Equivalent","70-80%","35-55","0","60","N","Pass"
"EEE","2013J","390029","M","Wales","A Level or Equivalent","30-40%","0-35","0","120","N","Pass"
"EEE","2013J","391466","F","Ireland","A Level or Equivalent","0-10%","0-35","0","90","N","Pass"
"EEE","2013J","392250","M","South East Region","A Level or Equivalent","40-50%","0-35","0","30","N","Withdrawn"
"EEE","2013J","392994","M","South West Region","Lower Than A Level","70-80%","35-55","0","30","N","Distinction"
"EEE","2013J","394060","M","East Anglian Region","A Level or Equivalent","90-100%","0-35","0","45","N","Pass"
"EEE","2013J","396631","M","London Region","A Level or Equivalent","20-30%","0-35","0","60","N","Pass"
"EEE","2013J","397149","M","South Region","Lower Than A Level","10-20","0-35","0","90","N","Pass"
"EEE","2013J","397557","M","South East Region","A Level or Equivalent","40-50%","35-55","0","30","N","Pass"
"EEE","2013J","397797","M","South Region","A Level or Equivalent","40-50%","0-35","0","60","N","Fail"
"EEE","2013J","398877","M","London Region","Lower Than A Level","20-30%","0-35","0","90","N","Pass"
"EEE","2013J","400208","F","South Region","Lower Than A Level","50-60%","0-35","0","30","Y","Withdrawn"
"EEE","2013J","401011","M","Wales","Lower Than A Level","10-20","0-35","0","30","Y","Pass"
"EEE","2013J","401296","F","East Anglian Region","A Level or Equivalent","20-30%","35-55","0","60","N","Pass"
"EEE","2013J","402808","M","East Anglian Region","HE Qualification","30-40%","35-55","0","60","N","Withdrawn"
"EEE","2013J","404050","M","West Midlands Region","Lower Than A Level","20-30%","0-35","0","95","N","Withdrawn"
"EEE","2013J","404449","M","North Western Region","HE Qualification","10-20","35-55","0","30","N","Pass"
"EEE","2013J","406121","F","North Region","Lower Than A Level","40-50%","0-35","0","60","N","Pass"
"EEE","2013J","406549","M","South Region","Lower Than A Level","30-40%","35-55","0","60","Y","Pass"
"EEE","2013J","407453","M","East Anglian Region","A Level or Equivalent","40-50%","0-35","0","60","N","Pass"
"EEE","2013J","407876","F","East Anglian Region","A Level or Equivalent","50-60%","0-35","0","60","N","Fail"
"EEE","2013J","411381","M","East Anglian Region","A Level or Equivalent","80-90%","0-35","0","90","N","Withdrawn"
"EEE","2013J","412911","M","East Anglian Region","A Level or Equivalent","40-50%","0-35","0","60","N","Pass"
"EEE","2013J","413190","M","East Anglian Region","Lower Than A Level","30-40%","0-35","0","60","N","Fail"
"EEE","2013J","413702","M","South Region","Lower Than A Level","50-60%","0-35","0","120","N","Withdrawn"
"EEE","2013J","416420","M","Scotland","HE Qualification","20-30%","0-35","0","30","N","Pass"
"EEE","2013J","417724","M","East Anglian Region","Lower Than A Level","70-80%","0-35","0","30","Y","Distinction"
"EEE","2013J","418900","M","North Region","A Level or Equivalent","20-30%","0-35","0","180","N","Pass"
"EEE","2013J","419223","M","Scotland","A Level or Equivalent","0-10%","0-35","0","60","N","Pass"
"EEE","2013J","420173","M","North Region","HE Qualification","40-50%","0-35","0","40","N","Distinction"
"EEE","2013J","425274","M","North Region","Lower Than A Level","","0-35","0","90","N","Pass"
"EEE","2013J","425714","M","South Region","Lower Than A Level","10-20","0-35","0","60","N","Fail"
"EEE","2013J","427413","M","Scotland","HE Qualification","40-50%","0-35","0","30","N","Distinction"
"EEE","2013J","431014","M","East Anglian Region","A Level or Equivalent","50-60%","0-35","0","60","N","Fail"
"EEE","2013J","434562","M","South West Region","A Level or Equivalent","30-40%","35-55","0","60","N","Distinction"
"EEE","2013J","434573","M","West Midlands Region","A Level or Equivalent","0-10%","0-35","0","60","N","Fail"
"EEE","2013J","434759","M","North Western Region","A Level or Equivalent","60-70%","0-35","0","40","N","Distinction"
"EEE","2013J","435277","M","London Region","A Level or Equivalent","80-90%","0-35","0","90","N","Distinction"
"EEE","2013J","438283","M","South West Region","A Level or Equivalent","30-40%","0-35","0","60","Y","Fail"
"EEE","2013J","440610","M","Scotland","No Formal quals","30-40%","35-55","0","45","N","Pass"
"EEE","2013J","441540","M","South East Region","Lower Than A Level","80-90%","0-35","0","60","N","Pass"
"EEE","2013J","441858","M","East Midlands Region","A Level or Equivalent","0-10%","0-35","0","60","N","Pass"
"EEE","2013J","442807","M","East Midlands Region","Lower Than A Level","60-70%","35-55","0","60","N","Pass"
"EEE","2013J","442937","M","London Region","Lower Than A Level","30-40%","35-55","0","60","N","Withdrawn"
"EEE","2013J","443181","M","London Region","A Level or Equivalent","0-10%","0-35","0","60","N","Pass"
"EEE","2013J","444403","M","Wales","A Level or Equivalent","20-30%","35-55","0","30","N","Pass"
"EEE","2013J","444925","M","Ireland","A Level or Equivalent","80-90%","0-35","0","30","N","Withdrawn"
"EEE","2013J","445972","M","East Anglian Region","Post Graduate Qualification","90-100%","0-35","0","60","N","Distinction"
"EEE","2013J","446324","M","Scotland","A Level or Equivalent","90-100%","0-35","0","60","Y","Pass"
"EEE","2013J","446397","M","Scotland","HE Qualification","80-90%","35-55","0","30","N","Withdrawn"
"EEE","2013J","465392","M","East Midlands Region","HE Qualification","90-100%","35-55","0","30","N","Distinction"
"EEE","2013J","465564","M","South West Region","Lower Than A Level","60-70%","35-55","0","60","N","Pass"
"EEE","2013J","465619","M","Wales","Lower Than A Level","40-50%","0-35","0","120","N","Fail"
"EEE","2013J","465777","F","London Region","HE Qualification","30-40%","0-35","0","30","N","Pass"
"EEE","2013J","465845","M","Scotland","A Level or Equivalent","10-20","0-35","0","30","Y","Withdrawn"
"EEE","2013J","466430","M","South West Region","No Formal quals","30-40%","0-35","0","120","N","Withdrawn"
"EEE","2013J","466961","M","South West Region","A Level or Equivalent","60-70%","0-35","0","30","N","Pass"
"EEE","2013J","467302","M","London Region","HE Qualification","60-70%","35-55","0","60","N","Pass"
"EEE","2013J","467363","M","Ireland","A Level or Equivalent","30-40%","0-35","0","60","N","Withdrawn"
"EEE","2013J","468902","M","Ireland","Lower Than A Level","70-80%","0-35","0","60","N","Pass"
"EEE","2013J","469113","M","South East Region","A Level or Equivalent","90-100%","35-55","0","60","N","Pass"
"EEE","2013J","469281","M","North Region","Lower Than A Level","20-30%","35-55","0","30","N","Pass"
"EEE","2013J","469959","M","Wales","A Level or Equivalent","70-80%","0-35","0","30","N","Fail"
"EEE","2013J","470002","M","Wales","HE Qualification","70-80%","35-55","0","90","N","Withdrawn"
"EEE","2013J","470534","F","South East Region","Lower Than A Level","20-30%","0-35","0","120","N","Withdrawn"
"EEE","2013J","470674","M","London Region","A Level or Equivalent","60-70%","35-55","0","90","N","Withdrawn"
"EEE","2013J","471580","M","Yorkshire Region","Lower Than A Level","80-90%","0-35","0","90","N","Pass"
"EEE","2013J","472087","M","East Midlands Region","HE Qualification","30-40%","0-35","0","60","N","Pass"
"EEE","2013J","472290","M","North Region","A Level or Equivalent","30-40%","0-35","0","90","N","Pass"
"EEE","2013J","472336","M","Scotland","A Level or Equivalent","90-100%","35-55","0","50","N","Pass"
"EEE","2013J","472857","M","Wales","A Level or Equivalent","30-40%","0-35","0","60","N","Pass"
"EEE","2013J","473706","M","Ireland","Lower Than A Level","10-20","0-35","0","60","N","Fail"
"EEE","2013J","473739","M","South Region","Lower Than A Level","50-60%","0-35","0","30","N","Pass"
"EEE","2013J","473943","M","Wales","Lower Than A Level","0-10%","0-35","0","60","N","Fail"
"EEE","2013J","475370","M","North Western Region","Lower Than A Level","80-90%","0-35","0","60","N","Pass"
"EEE","2013J","475893","M","South Region","A Level or Equivalent","70-80%","0-35","0","60","N","Pass"
"EEE","2013J","478212","M","Scotland","HE Qualification","20-30%","0-35","0","60","N","Fail"
"EEE","2013J","478435","M","South West Region","Lower Than A Level","30-40%","35-55","0","30","N","Fail"
"EEE","2013J","478562","M","East Midlands Region","A Level or Equivalent","10-20","0-35","0","45","N","Pass"
"EEE","2013J","479753","F","Scotland","A Level or Equivalent","20-30%","0-35","0","60","Y","Pass"
"EEE","2013J","480115","M","South East Region","A Level or Equivalent","70-80%","0-35","0","60","N","Distinction"
"EEE","2013J","481934","M","Scotland","Post Graduate Qualification","70-80%","35-55","0","60","N","Withdrawn"
"EEE","2013J","482012","M","West Midlands Region","A Level or Equivalent","20-30%","0-35","0","30","N","Pass"
"EEE","2013J","482406","M","South Region","A Level or Equivalent","80-90%","0-35","0","30","N","Pass"
"EEE","2013J","482726","F","South Region","Post Graduate Qualification","90-100%","35-55","0","50","N","Pass"
"EEE","2013J","483108","F","North Western Region","A Level or Equivalent","80-90%","0-35","0","120","N","Pass"
"EEE","2013J","483706","M","East Anglian Region","Lower Than A Level","90-100%","35-55","0","30","N","Pass"
"EEE","2013J","484361","M","Wales","No Formal quals","10-20","0-35","0","30","N","Fail"
"EEE","2013J","485374","F","Scotland","A Level or Equivalent","60-70%","0-35","0","60","N","Pass"
"EEE","2013J","485582","M","Scotland","HE Qualification","40-50%","35-55","0","30","Y","Pass"
"EEE","2013J","485898","M","Scotland","HE Qualification","20-30%","35-55","0","60","N","Pass"
"EEE","2013J","485909","M","East Midlands Region","A Level or Equivalent","20-30%","0-35","0","60","N","Pass"
"EEE","2013J","486545","M","South West Region","A Level or Equivalent","40-50%","0-35","0","60","Y","Pass"
"EEE","2013J","486964","M","Scotland","Lower Than A Level","50-60%","0-35","0","60","N","Fail"
"EEE","2013J","487588","M","East Midlands Region","A Level or Equivalent","30-40%","0-35","0","30","N","Distinction"
"EEE","2013J","487621","M","East Midlands Region","A Level or Equivalent","70-80%","0-35","0","60","N","Pass"
"EEE","2013J","490081","M","East Anglian Region","Lower Than A Level","50-60%","0-35","0","85","N","Distinction"
"EEE","2013J","490327","M","North Western Region","A Level or Equivalent","80-90%","0-35","0","120","N","Withdrawn"
"EEE","2013J","490768","M","Yorkshire Region","Lower Than A Level","50-60%","0-35","0","60","N","Distinction"
"EEE","2013J","491578","M","Yorkshire Region","Lower Than A Level","50-60%","0-35","0","30","N","Pass"
"EEE","2013J","491771","M","North Western Region","HE Qualification","50-60%","0-35","0","60","N","Pass"
"EEE","2013J","493743","M","South East Region","A Level or Equivalent","60-70%","0-35","0","90","N","Withdrawn"
"EEE","2013J","493876","M","London Region","A Level or Equivalent","20-30%","0-35","0","90","N","Pass"
"EEE","2013J","493988","M","East Anglian Region","A Level or Equivalent","50-60%","0-35","0","60","N","Pass"
"EEE","2013J","494211","M","East Anglian Region","A Level or Equivalent","50-60%","0-35","0","30","N","Distinction"
"EEE","2013J","494383","M","Yorkshire Region","A Level or Equivalent","40-50%","0-35","0","60","N","Withdrawn"
"EEE","2013J","495887","M","East Midlands Region","A Level or Equivalent","50-60%","0-35","0","60","N","Pass"
"EEE","2013J","499400","M","East Midlands Region","A Level or Equivalent","90-100%","35-55","0","60","N","Distinction"
"EEE","2013J","499881","F","South West Region","A Level or Equivalent","0-10%","0-35","0","60","N","Pass"
"EEE","2013J","500189","M","Scotland","A Level or Equivalent","80-90%","0-35","0","60","N","Pass"
"EEE","2013J","500779","M","East Anglian Region","HE Qualification","80-90%","35-55","0","30","N","Pass"
"EEE","2013J","501918","M","London Region","A Level or Equivalent","0-10%","0-35","0","60","N","Fail"
"EEE","2013J","501921","M","East Midlands Region","A Level or Equivalent","10-20","35-55","0","30","N","Distinction"
"EEE","2013J","502303","M","Yorkshire Region","A Level or Equivalent","0-10%","35-55","0","60","N","Fail"
"EEE","2013J","502393","M","East Anglian Region","A Level or Equivalent","60-70%","0-35","0","60","N","Pass"
"EEE","2013J","502479","M","Scotland","HE Qualification","30-40%","35-55","0","60","Y","Withdrawn"
"EEE","2013J","502833","M","Scotland","Lower Than A Level","30-40%","0-35","0","90","N","Fail"
"EEE","2013J","503015","M","Wales","HE Qualification","30-40%","0-35","0","60","N","Withdrawn"
"EEE","2013J","504404","M","North Western Region","Lower Than A Level","90-100%","0-35","0","30","N","Pass"
"EEE","2013J","504492","M","Scotland","HE Qualification","70-80%","35-55","0","60","N","Distinction"
"EEE","2013J","505700","M","West Midlands Region","Lower Than A Level","30-40%","0-35","0","30","N","Pass"
"EEE","2013J","505722","M","North Western Region","A Level or Equivalent","0-10%","35-55","0","60","N","Pass"
"EEE","2013J","505727","M","Scotland","HE Qualification","50-60%","0-35","0","60","N","Pass"
"EEE","2013J","506504","M","South Region","Lower Than A Level","20-30%","0-35","0","30","N","Pass"
"EEE","2013J","506618","M","South West Region","HE Qualification","60-70%","0-35","0","120","N","Withdrawn"
"EEE","2013J","507300","M","Scotland","Lower Than A Level","30-40%","0-35","0","30","N","Fail"
"EEE","2013J","507375","F","East Anglian Region","Lower Than A Level","70-80%","35-55","0","60","N","Pass"
"EEE","2013J","507844","M","South West Region","A Level or Equivalent","40-50%","0-35","0","30","Y","Pass"
"EEE","2013J","508244","F","London Region","HE Qualification","50-60%","0-35","0","30","N","Pass"
"EEE","2013J","508829","M","Yorkshire Region","A Level or Equivalent","60-70%","0-35","0","60","N","Fail"
"EEE","2013J","509156","M","East Anglian Region","A Level or Equivalent","20-30%","0-35","0","30","N","Fail"
"EEE","2013J","509402","M","Scotland","Lower Than A Level","90-100%","0-35","0","30","N","Fail"
"EEE","2013J","510169","M","North Western Region","A Level or Equivalent","50-60%","0-35","0","90","N","Withdrawn"
"EEE","2013J","510401","M","Yorkshire Region","HE Qualification","70-80%","0-35","0","30","N","Pass"
"EEE","2013J","510460","M","North Region","HE Qualification","30-40%","35-55","0","30","N","Pass"
"EEE","2013J","510694","M","North Western Region","Lower Than A Level","40-50%","0-35","0","60","N","Pass"
"EEE","2013J","512693","M","East Anglian Region","HE Qualification","20-30%","35-55","0","60","N","Withdrawn"
"EEE","2013J","514040","M","West Midlands Region","HE Qualification","30-40%","0-35","0","90","N","Withdrawn"
"EEE","2013J","515774","M","Scotland","A Level or Equivalent","20-30%","35-55","0","60","N","Distinction"
"EEE","2013J","515821","M","East Midlands Region","A Level or Equivalent","0-10%","0-35","0","60","N","Fail"
"EEE","2013J","516047","M","North Region","HE Qualification","0-10%","0-35","0","60","N","Withdrawn"
"EEE","2013J","518805","M","South Region","A Level or Equivalent","10-20","0-35","0","30","N","Withdrawn"
"EEE","2013J","518906","M","North Western Region","Lower Than A Level","70-80%","0-35","0","60","N","Withdrawn"
"EEE","2013J","519258","M","South West Region","Lower Than A Level","10-20","35-55","0","60","N","Withdrawn"
