"code_module","code_presentation","id_student","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","final_result"
"FFF","2014B","85874","F","Scotland","HE Qualification","40-50%","35-55","0","60","N","Withdrawn"
"FFF","2014B","99670","F","North Western Region","Lower Than A Level","0-10%","0-35","0","90","N","Fail"
"FFF","2014B","101634","M","Yorkshire Region","No Formal quals","0-10%","0-35","0","90","N","Fail"
"FFF","2014B","104316","M","London Region","A Level or Equivalent","70-80%","0-35","0","60","N","Fail"
"FFF","2014B","106747","M","North Western Region","Lower Than A Level","10-20","0-35","1","180","Y","Withdrawn"
"FFF","2014B","108207","M","South Region","No Formal quals","50-60%","0-35","0","120","N","Pass"
"FFF","2014B","108822","M","South Region","Lower Than A Level","80-90%","35-55","0","60","N","Distinction"
"FFF","2014B","108949","M","North Western Region","Lower Than A Level","10-20","0-35","1","120","N","Withdrawn"
"FFF","2014B","110529","M","Scotland","Lower Than A Level","50-60%","35-55","0","60","N","Withdrawn"
"FFF","2014B","115875","F","London Region","A Level or Equivalent","20-30%","0-35","1","90","N","Withdrawn"
"FFF","2014B","116174","M","London Region","A Level or Equivalent","40-50%","35-55","0","90","N","Withdrawn"
"FFF","2014B","116621","M","North Region","A Level or Equivalent","40-50%","0-35","0","60","N","Distinction"
"FFF","2014B","117510","M","East Anglian Region","A Level or Equivalent","20-30%","0-35","0","90","N","Pass"
"FFF","2014B","117550","M","South East Region","Lower Than A Level","20-30%","0-35","0","60","N","Fail"
"FFF","2014B","124018","M","South East Region","A Level or Equivalent","90-100%","35-55","0","120","N","Withdrawn"
"FFF","2014B","128132","M","London Region","A Level or Equivalent","80-90%","0-35","0","60","N","Pass"
"FFF","2014B","128968","M","Yorkshire Region","A Level or Equivalent","30-40%","35-55","0","60","N","Pass"
"FFF","2014B","130992","M","South Region","A Level or Equivalent","80-90%","0-35","0","60","N","Pass"
"FFF","2014B","131538","M","West Midlands Region","A Level or Equivalent","70-80%","0-35","0","60","N","Pass"
"FFF","2014B","132157","M","London Region","A Level or Equivalent","80-90%","35-55","0","60","Y","Pass"
"FFF","2014B","132477","M","London Region","Lower Than A Level","20-30%","0-35","0","60","Y","Pass"
"FFF","2014B","133104","M","London Region","Lower Than A Level","10-20","0-35","0","120","Y","Pass"
"FFF","2014B","133322","M","North Western Region","HE Qualification","30-40%","0-35","0","60","N","Fail"
"FFF","2014B","134847","M","Scotland","HE Qualification","30-40%","0-35","1","120","N","Pass"
"FFF","2014B","134851","M","South Region","Lower Than A Level","50-60%","0-35","1","120","N","Pass"
"FFF","2014B","136054","F","North Region","HE Qualification","","0-35","0","90","N","Pass"
"FFF","2014B","136944","M","Scotland","A Level or Equivalent","40-50%","0-35","0","90","N","Withdrawn"
"FFF","2014B","140108","M","London Region","No Formal quals","10-20","0-35","0","120","N","Fail"
"FFF","2014B","141430","M","Yorkshire Region","A Level or Equivalent","40-50%","0-35","1","60","N","Pass"
"FFF","2014B","150121","M","East Midlands Region","Lower Than A Level","20-30%","35-55","4","210","Y","Fail"
"FFF","2014B","152626","M","North Western Region","Lower Than A Level","0-10%","35-55","0","60","N","Pass"
"FFF","2014B","153611","F","East Anglian Region","Lower Than A Level","20-30%","35-55","0","60","Y","Fail"
"FFF","2014B","155158","M","London Region","A Level or Equivalent","40-50%","0-35","0","60","N","Pass"
"FFF","2014B","156788","M","East Midlands Region","Lower Than A Level","30-40%","35-55","0","180","N","Withdrawn"
"FFF","2014B","160262","M","East Anglian Region","Lower Than A Level","90-100%","0-35","0","150","N","Fail"
"FFF","2014B","160472","M","East Midlands Region","Lower Than A Level","60-70%","0-35","0","60","N","Fail"
"FFF","2014B","163332","M","London Region","HE Qualification","10-20","35-55","0","60","N","Fail"
"FFF","2014B","163962","M","Yorkshire Region","A Level or Equivalent","60-70%","0-35","3","120","N","Withdrawn"
"FFF","2014B","167106","M","East Anglian Region","Lower Than A Level","30-40%","35-55","2","60","N","Pass"
"FFF","2014B","174155","M","East Midlands Region","A Level or Equivalent","40-50%","0-35","0","60","Y","Withdrawn"
"FFF","2014B","178179","M","London Region","Lower Than A Level","30-40%","0-35","0","150","N","Pass"
"FFF","2014B","179081","M","South Region","HE Qualification","20-30%","0-35","0","120","N","Fail"
"FFF","2014B","181719","M","London Region","HE Qualification","40-50%","35-55","0","60","N","Withdrawn"
"FFF","2014B","183429","F","Yorkshire Region","A Level or Equivalent","0-10%","0-35","0","60","N","Fail"
"FFF","2014B","190418","M","East Anglian Region","A Level or Equivalent","40-50%","0-35","0","120","N","Distinction"
"FFF","2014B","190829","M","London Region","Lower Than A Level","20-30%","35-55","0","90","N","Withdrawn"
"FFF","2014B","190930","M","Ireland","HE Qualification","","0-35","0","90","N","Pass"
"FFF","2014B","191590","M","London Region","Lower Than A Level","10-20","35-55","0","90","N","Pass"
"FFF","2014B","193803","M","South Region","Post Graduate Qualification","90-100%","35-55","2","180","N","Withdrawn"
"FFF","2014B","195515","F","London Region","A Level or Equivalent","60-70%","0-35","0","120","N","Pass"
"FFF","2014B","195552","M","Yorkshire Region","A Level or Equivalent","20-30%","0-35","0","120","N","Withdrawn"
"FFF","2014B","197097","F","South West Region","A Level or Equivalent","30-40%","0-35","0","90","N","Withdrawn"
"FFF","2014B","197538","M","East Midlands Region","A Level or Equivalent","80-90%","0-35","1","60","N","Withdrawn"
"FFF","2014B","203568","F","East Anglian Region","Lower Than A Level","40-50%","0-35","1","180","N","Fail"
"FFF","2014B","227297","M","London Region","Lower Than A Level","70-80%","0-35","0","60","N","Pass"
"FFF","2014B","228138","M","West Midlands Region","Lower Than A Level","30-40%","0-35","0","60","N","Pass"
"FFF","2014B","228258","M","South East Region","A Level or Equivalent","60-70%","0-35","0","60","N","Fail"
"FFF","2014B","228729","M","East Anglian Region","Lower Than A Level","80-90%","35-55","0","60","N","Pass"
"FFF","2014B","232286","M","Yorkshire Region","Lower Than A Level","10-20","0-35","0","150","Y","Pass"
"FFF","2014B","234796","M","London Region","A Level or Equivalent","30-40%","0-35","0","180","N","Pass"
"FFF","2014B","237182","M","East Anglian Region","Lower Than A Level","60-70%","0-35","1","90","N","Fail"
"FFF","2014B","237370","F","East Midlands Region","A Level or Equivalent","10-20","0-35","0","90","N","Withdrawn"
"FFF","2014B","239345","M","South Region","HE Qualification","60-70%","35-55","0","60","N","Pass"
"FFF","2014B","242254","F","London Region","A Level or Equivalent","10-20","0-35","1","180","N","Fail"
"FFF","2014B","242998","M","South East Region","A Level or Equivalent","60-70%","35-55","0","60","N","Pass"
"FFF","2014B","244961","F","East Midlands Region","A Level or Equivalent","50-60%","0-35","0","60","N","Pass"
"FFF","2014B","247714","M","South Region","HE Qualification","20-30%","0-35","0","90","N","Withdrawn"
"FFF","2014B","247940","M","North Western Region","Lower Than A Level","30-40%","0-35","5","180","N","Fail"
"FFF","2014B","251375","M","Ireland","A Level or Equivalent","20-30%","0-35","1","120","N","Pass"
"FFF","2014B","255878","M","South Region","Lower Than A Level","80-90%","0-35","0","90","N","Pass"
"FFF","2014B","256740","F","Wales","HE Qualification","70-80%","35-55","0","120","N","Pass"
"FFF","2014B","257104","F","South Region","Lower Than A Level","50-60%","0-35","0","60","N","Withdrawn"
"FFF","2014B","258737","M","London Region","A Level or Equivalent","0-10%","35-55","0","90","N","Pass"
"FFF","2014B","260062","M","Scotland","HE Qualification","90-100%","0-35","1","150","N","Pass"
"FFF","2014B","261265","M","East Anglian Region","Lower Than A Level","70-80%","0-35","0","120","N","Pass"
"FFF","2014B","264298","M","Scotland","A Level or Equivalent","30-40%","0-35","0","60","N","Withdrawn"
"FFF","2014B","266536","M","South East Region","A Level or Equivalent","90-100%","35-55","0","60","N","Pass"
"FFF","2014B","268649","M","London Region","Lower Than A Level","60-70%","0-35","0","90","N","Withdrawn"
"FFF","2014B","268845","M","West Midlands Region","HE Qualification","40-50%","0-35","0","120","N","Withdrawn"
"FFF","2014B","269730","M","Scotland","A Level or Equivalent","90-100%","0-35","0","60","N","Pass"
"FFF","2014B","271702","M","West Midlands Region","Lower Than A Level","20-30%","0-35","1","120","N","Withdrawn"
"FFF","2014B","272701","M","East Anglian Region","Lower Than A Level","70-80%","0-35","2","60","N","Fail"
"FFF","2014B","276265","M","Scotland","A Level or Equivalent","80-90%","0-35","1","60","Y","Withdrawn"
"FFF","2014B","277577","F","London Region","A Level or Equivalent","80-90%","35-55","2","120","N","Pass"
"FFF","2014B","278155","F","South Region","Lower Than A Level","90-100%","35-55","0","90","N","Distinction"
"FFF","2014B","279755","F","South West Region","A Level or Equivalent","20-30%","0-35","0","120","N","Pass"
"FFF","2014B","282806","M","North Region","Lower Than A Level","10-20","0-35","2","60","Y","Fail"
"FFF","2014B","286484","M","North Western Region","A Level or Equivalent","20-30%","0-35","0","90","N","Withdrawn"
"FFF","2014B","289180","M","North Western Region","A Level or Equivalent","10-20","0-35","0","120","Y","Withdrawn"
"FFF","2014B","293454","M","East Anglian Region","A Level or Equivalent","90-100%","0-35","0","60","N","Fail"
"FFF","2014B","295741","M","South East Region","A Level or Equivalent","40-50%","35-55","0","180","N","Pass"
"FFF","2014B","296904","M","East Anglian Region","Lower Than A Level","40-50%","0-35","0","60","N","Pass"
"FFF","2014B","297014","M","Ireland","HE Qualification","30-40%","35-55","0","60","N","Pass"
"FFF","2014B","301128","M","East Midlands Region","A Level or Equivalent","30-40%","0-35","1","180","N","Withdrawn"
"FFF","2014B","302363","M","Yorkshire Region","A Level or Equivalent","30-40%","0-35","0","60","N","Withdrawn"
"FFF","2014B","304500","M","Wales","HE Qualification","40-50%","0-35","0","60","N","Fail"
"FFF","2014B","305876","M","Scotland","HE Qualification","50-60%","0-35","0","120","Y","Pass"
"FFF","2014B","305918","M","South Region","A Level or Equivalent","20-30%","0-35","0","60","N","Fail"
"FFF","2014B","313243","M","Wales","A Level or Equivalent","80-90%","0-35","0","75","N","Pass"
"FFF","2014B","313756","M","South Region","A Level or Equivalent","90-100%","35-55","0","60","N","Pass"
"FFF","2014B","315025","M","East Anglian Region","HE Qualification","90-100%","35-55","0","60","N","Pass"
"FFF","2014B","315850","M","Scotland","A Level or Equivalent","30-40%","35-55","0","60","Y","Pass"
"FFF","2014B","316327","F","Scotland","Lower Than A Level","0-10%","0-35","1","90","N","Fail"
"FFF","2014B","316772","M","East Midlands Region","A Level or Equivalent","60-70%","0-35","1","180","N","Withdrawn"
"FFF","2014B","317394","F","South Region","A Level or Equivalent","","0-35","0","120","N","Distinction"
"FFF","2014B","318068","M","South West Region","A Level or Equivalent","30-40%","0-35","4","120","Y","Pass"
"FFF","2014B","319042","M","London Region","A Level or Equivalent","10-20","35-55","3","180","N","Pass"
"FFF","2014B","321096","M","West Midlands Region","Lower Than A Level","20-30%","35-55","0","60","N","Pass"
"FFF","2014B","323688","M","East Anglian Region","Lower Than A Level","10-20","35-55","0","60","N","Withdrawn"
"FFF","2014B","324948","M","North Western Region","A Level or Equivalent","70-80%","0-35","0","60","N","Pass"
"FFF","2014B","325089","M","West Midlands Region","Lower Than A Level","0-10%","0-35","1","120","N","Pass"
"FFF","2014B","326995","M","London Region","A Level or Equivalent","20-30%","0-35","0","90","N","Withdrawn"
"FFF","2014B","327616","M","North Region","A Level or Equivalent","10-20","0-35","0","90","N","Pass"
"FFF","2014B","328797","M","Scotland","HE Qualification","70-80%","35-55","0","60","N","Withdrawn"
"FFF","2014B","329895","M","East Anglian Region","A Level or Equivalent","50-60%","35-55","2","60","N","Withdrawn"
"FFF","2014B","330669","F","Yorkshire Region","Lower Than A Level","60-70%","0-35","1","180","N","Withdrawn"
"FFF","2014B","331107","M","Scotland","Lower Than A Level","10-20","0-35","0","60","N","Fail"
"FFF","2014B","332237","M","South Region","HE Qualification","90-100%","0-35","0","60","N","Withdrawn"
"FFF","2014B","334224","M","North Western Region","Lower Than A Level","0-10%","0-35","1","150","Y","Withdrawn"
"FFF","2014B","335996","M","East Anglian Region","A Level or Equivalent","40-50%","0-35","0","120","N","Withdrawn"
"FFF","2014B","336163","M","Yorkshire Region","No Formal quals","0-10%","0-35","1","120","N","Fail"
"FFF","2014B","337615","M","Wales","HE Qualification","0-10%","35-55","3","150","N","Fail"
"FFF","2014B","337940","M","Scotland","Lower Than A Level","40-50%","0-35","0","60","N","Withdrawn"
"FFF","2014B","338958","F","East Midlands Region","A Level or Equivalent","50-60%","0-35","0","60","N","Fail"
"FFF","2014B","339728","M","London Region","A Level or Equivalent","10-20","0-35","0","60","N","Pass"
"FFF","2014B","339824","M","East Anglian Region","A Level or Equivalent","80-90%","0-35","0","60","Y","Distinction"
"FFF","2014B","339855","M","North Western Region","A Level or Equivalent","0-10%","0-35","0","60","N","Withdrawn"
"FFF","2014B","341044","M","South West Region","No Formal quals","20-30%","0-35","1","90","N","Fail"
"FFF","2014B","342089","M","North Region","HE Qualification","","35-55","0","90","N","Fail"
"FFF","2014B","342125","M","London Region","HE Qualification","10-20","35-55","1","60","N","Pass"
"FFF","2014B","342234","F","South Region","Post Graduate Qualification","90-100%","35-55","0","120","N","Pass"
"FFF","2014B","342303","M","Wales","Lower Than A Level","30-40%","0-35","1","60","N","Withdrawn"
"FFF","2014B","344409","M","East Anglian Region","A Level or Equivalent","80-90%","35-55","0","90","N","Pass"
"FFF","2014B","344451","M","Yorkshire Region","A Level or Equivalent","40-50%","0-35","1","60","N","Pass"
"FFF","2014B","345442","M","Ireland","Lower Than A Level","0-10%","0-35","0","60","N","Fail"
"FFF","2014B","345455","M","North Region","Lower Than A Level","","0-35","0","60","N","Fail"
"FFF","2014B","347257","M","North Western Region","Lower Than A Level","90-100%","0-35","0","120","N","Withdrawn"
"FFF","2014B","348378","M","Ireland","A Level or Equivalent","10-20","35-55","0","60","N","Fail"
"FFF","2014B","348855","M","Scotland","Post Graduate Qualification","20-30%","35-55","0","60","N","Pass"
"FFF","2014B","351181","F","East Anglian Region","HE Qualification","40-50%","35-55","0","60","N","Pass"
"FFF","2014B","353979","M","London Region","Lower Than A Level","20-30%","0-35","0","90","N","Fail"
"FFF","2014B","354552","M","West Midlands Region","A Level or Equivalent","40-50%","35-55","1","60","N","Withdrawn"
"FFF","2014B","354988","M","Wales","Lower Than A Level","10-20","0-35","0","90","N","Withdrawn"
"FFF","2014B","356371","M","North Western Region","HE Qualification","0-10%","0-35","0","60","N","Pass"
"FFF","2014B","356535","M","North Western Region","A Level or Equivalent","20-30%","35-55","2","120","N","Withdrawn"
"FFF","2014B","362661","M","North Western Region","A Level or Equivalent","30-40%","0-35","0","90","N","Pass"
"FFF","2014B","365860","M","East Midlands Region","A Level or Equivalent","60-70%","0-35","2","120","N","Pass"
"FFF","2014B","367510","M","London Region","A Level or Equivalent","20-30%","0-35","2","120","Y","Withdrawn"
"FFF","2014B","367898","M","South East Region","A Level or Equivalent","30-40%","0-35","0","120","N","Pass"
"FFF","2014B","368675","M","South Region","Lower Than A Level","70-80%","35-55","0","60","N","Pass"
"FFF","2014B","371168","M","North Western Region","A Level or Equivalent","30-40%","0-35","0","60","N","Distinction"
"FFF","2014B","378809","M","North Region","Lower Than A Level","","0-35","0","60","N","Pass"
"FFF","2014B","379042","M","Wales","A Level or Equivalent","50-60%","0-35","2","60","N","Distinction"
"FFF","2014B","379107","F","South West Region","Lower Than A Level","20-30%","35-55","0","60","N","Fail"
"FFF","2014B","379769","M","Wales","A Level or Equivalent","30-40%","0-35","1","120","N","Fail"
"FFF","2014B","381365","M","North Western Region","Lower Than A Level","30-40%","0-35","3","120","N","Fail"
"FFF","2014B","382857","M","South West Region","Lower Than A Level","20-30%","0-35","2","180","N","Fail"
"FFF","2014B","383778","M","South Region","Lower Than A Level","30-40%","35-55","0","60","N","Fail"
"FFF","2014B","383921","M","North Western Region","A Level or Equivalent","50-60%","0-35","1","60","N","Fail"
"FFF","2014B","385547","M","North Western Region","Lower Than A Level","20-30%","0-35","1","180","N","Withdrawn"
"FFF","2014B","388697","M","South Region","A Level or Equivalent","60-70%","0-35","0","60","N","Pass"
"FFF","2014B","389759","M","South West Region","HE Qualification","70-80%","35-55","2","120","N","Fail"
"FFF","2014B","389773","F","East Midlands Region","A Level or Equivalent","10-20","0-35","2","120","Y","Fail"
"FFF","2014B","391114","M","South East Region","A Level or Equivalent","30-40%","0-35","0","60","N","Pass"
"FFF","2014B","392207","M","South West Region","HE Qualification","60-70%","0-35","0","60","N","Fail"
"FFF","2014B","395188","F","Yorkshire Region","Lower Than A Level","50-60%","0-35","0","90","N","Fail"
"FFF","2014B","395758","M","North Region","HE Qualification","10-20","0-35","0","120","N","Withdrawn"
"FFF","2014B","395814","M","North Western Region","A Level or Equivalent","40-50%","0-35","1","120","N","Fail"
"FFF","2014B","398357","M","East Anglian Region","Lower Than A Level","0-10%","35-55","0","90","N","Withdrawn"
"FFF","2014B","398439","M","North Western Region","A Level or Equivalent","30-40%","0-35","0","210","N","Pass"
"FFF","2014B","399863","M","West Midlands Region","A Level or Equivalent","30-40%","0-35","1","270","N","Fail"
"FFF","2014B","400252","M","North Western Region","Lower Than A Level","0-10%","0-35","1","210","N","Pass"
"FFF","2014B","402200","M","London Region","A Level or Equivalent","20-30%","35-55","0","60","N","Withdrawn"
"FFF","2014B","402449","M","East Anglian Region","A Level or Equivalent","90-100%","0-35","0","120","N","Fail"
"FFF","2014B","402502","M","West Midlands Region","A Level or Equivalent","70-80%","0-35","0","60","N","Distinction"
"FFF","2014B","402806","F","North Western Region","A Level or Equivalent","0-10%","0-35","0","270","N","Pass"
"FFF","2014B","404170","F","London Region","A Level or Equivalent","10-20","0-35","1","60","N","Pass"
"FFF","2014B","405192","F","East Midlands Region","A Level or Equivalent","60-70%","0-35","1","90","N","Pass"
"FFF","2014B","405775","M","Yorkshire Region","A Level or Equivalent","40-50%","0-35","0","60","Y","Pass"
"FFF","2014B","405963","M","London Region","A Level or Equivalent","20-30%","0-35","1","60","N","Withdrawn"
"FFF","2014B","406116","F","North Western Region","Lower Than A Level","20-30%","0-35","0","120","N","Withdrawn"
"FFF","2014B","407500","M","East Anglian Region","A Level or Equivalent","80-90%","0-35","1","60","N","Pass"
"FFF","2014B","408105","M","West Midlands Region","A Level or Equivalent","10-20","35-55","1","60","N","Fail"
"FFF","2014B","408353","M","South East Region","A Level or Equivalent","10-20","0-35","0","60","N","Pass"
"FFF","2014B","409651","M","South West Region","A Level or Equivalent","80-90%","0-35","0","120","N","Pass"
"FFF","2014B","409949","M","East Midlands Region","A Level or Equivalent","80-90%","0-35","0","90","N","Fail"
"FFF","2014B","410199","M","South West Region","A Level or Equivalent","60-70%","35-55","0","120","N","Pass"
"FFF","2014B","410666","M","West Midlands Region","A Level or Equivalent","20-30%","0-35","3","120","N","Fail"
"FFF","2014B","411939","M","South Region","A Level or Equivalent","40-50%","35-55","2","150","N","Fail"
"FFF","2014B","412387","F","South East Region","A Level or Equivalent","10-20","0-35","0","60","Y","Withdrawn"
"FFF","2014B","412695","M","West Midlands Region","A Level or Equivalent","10-20","0-35","0","60","N","Pass"
"FFF","2014B","413200","M","South East Region","HE Qualification","10-20","0-35","0","60","N","Pass"
"FFF","2014B","414258","F","Scotland","A Level or Equivalent","10-20","0-35","1","90","N","Pass"
"FFF","2014B","416302","M","East Anglian Region","A Level or Equivalent","90-100%","0-35","0","60","Y","Pass"
"FFF","2014B","417184","M","South Region","A Level or Equivalent","10-20","35-55","0","60","N","Pass"
"FFF","2014B","417805","M","Wales","HE Qualification","20-30%","35-55","1","120","N","Fail"
"FFF","2014B","418218","M","London Region","Lower Than A Level","0-10%","0-35","0","60","N","Pass"
"FFF","2014B","419284","M","South West Region","HE Qualification","50-60%","0-35","0","90","N","Pass"
"FFF","2014B","420042","F","Yorkshire Region","HE Qualification","40-50%","35-55","0","150","N","Pass"
"FFF","2014B","421179","M","West Midlands Region","Lower Than A Level","20-30%","0-35","0","60","Y","Fail"
"FFF","2014B","421989","M","East Midlands Region","A Level or Equivalent","60-70%","0-35","1","90","N","Withdrawn"
"FFF","2014B","422250","M","Yorkshire Region","A Level or Equivalent","80-90%","0-35","3","180","N","Fail"
"FFF","2014B","422530","M","Scotland","A Level or Equivalent","20-30%","0-35","0","150","N","Pass"
"FFF","2014B","422626","F","South West Region","A Level or Equivalent","30-40%","35-55","0","180","N","Pass"
"FFF","2014B","422697","M","East Anglian Region","A Level or Equivalent","20-30%","35-55","0","60","N","Distinction"
"FFF","2014B","423648","M","Ireland","Lower Than A Level","50-60%","0-35","1","90","N","Fail"
"FFF","2014B","425332","M","South East Region","A Level or Equivalent","20-30%","35-55","1","60","Y","Fail"
"FFF","2014B","426782","F","London Region","Lower Than A Level","50-60%","0-35","0","90","N","Withdrawn"
"FFF","2014B","427276","F","South Region","A Level or Equivalent","90-100%","35-55","0","120","N","Withdrawn"
"FFF","2014B","427485","M","South West Region","Lower Than A Level","30-40%","0-35","1","120","N","Withdrawn"
"FFF","2014B","428068","M","Wales","Lower Than A Level","40-50%","0-35","1","90","N","Fail"
"FFF","2014B","429015","M","Ireland","A Level or Equivalent","30-40%","0-35","0","60","N","Pass"
"FFF","2014B","430516","M","East Midlands Region","Lower Than A Level","10-20","35-55","0","60","N","Fail"
"FFF","2014B","430625","M","South East Region","Lower Than A Level","50-60%","0-35","2","180","N","Withdrawn"
"FFF","2014B","431987","M","North Western Region","A Level or Equivalent","30-40%","0-35","1","120","N","Distinction"
"FFF","2014B","435446","M","Yorkshire Region","A Level or Equivalent","60-70%","0-35","0","90","N","Pass"
"FFF","2014B","436481","M","South East Region","HE Qualification","50-60%","35-55","0","60","N","Pass"
"FFF","2014B","436590","F","Scotland","A Level or Equivalent","0-10%","0-35","0","75","N","Pass"
"FFF","2014B","437303","M","North Western Region","A Level or Equivalent","80-90%","0-35","2","60","N","Withdrawn"
"FFF","2014B","437529","M","South Region","A Level or Equivalent","80-90%","35-55","0","60","N","Withdrawn"
"FFF","2014B","438796","M","South Region","Post Graduate Qualification","90-100%","35-55","0","120","N","Pass"
"FFF","2014B","439433","M","London Region","A Level or Equivalent","20-30%","0-35","0","120","N","Pass"
"FFF","2014B","439633","M","East Midlands Region","A Level or Equivalent","70-80%","0-35","1","60","N","Pass"
"FFF","2014B","439896","M","South Region","Lower Than A Level","70-80%","0-35","1","90","N","Withdrawn"
"FFF","2014B","440559","M","South West Region","HE Qualification","30-40%","35-55","0","120","N","Pass"
"FFF","2014B","441073","F","West Midlands Region","Lower Than A Level","0-10%","0-35","0","120","N","Fail"
"FFF","2014B","442753","M","North Western Region","A Level or Equivalent","0-10%","0-35","2","210","N","Withdrawn"
"FFF","2014B","442819","M","North Western Region","A Level or Equivalent","0-10%","0-35","0","60","N","Withdrawn"
"FFF","2014B","443007","M","North Western Region","A Level or Equivalent","10-20","0-35","0","60","N","Pass"
"FFF","2014B","444574","M","South East Region","A Level or Equivalent","30-40%","35-55","0","60","N","Fail"
"FFF","2014B","444718","M","South West Region","A Level or Equivalent","30-40%","0-35","0","60","N","Fail"
"FFF","2014B","445605","M","London Region","No Formal quals","20-30%","0-35","0","60","N","Withdrawn"
"FFF","2014B","445818","F","East Anglian Region","Lower Than A Level","70-80%","35-55","0","60","Y","Fail"
"FFF","2014B","445947","M","Scotland","Lower Than A Level","70-80%","0-35","0","120","N","Fail"
"FFF","2014B","447036","M","East Anglian Region","Lower Than A Level","80-90%","0-35","3","150","N","Withdrawn"
"FFF","2014B","465175","M","Scotland","Lower Than A Level","60-70%","0-35","2","60","N","Pass"
"FFF","2014B","465421","M","West Midlands Region","HE Qualification","50-60%","0-35","0","60","N","Pass"
"FFF","2014B","466347","M","Ireland","A Level or Equivalent","0-10%","0-35","2","60","N","Fail"
"FFF","2014B","466576","M","Scotland","Post Graduate Qualification","50-60%","0-35","0","75","N","Fail"
"FFF","2014B","467582","M","South Region","A Level or Equivalent","90-100%","0-35","1","210","N","Pass"
"FFF","2014B","468730","M","East Midlands Region","A Level or Equivalent","10-20","0-35","1","60","Y","Fail"
"FFF","2014B","469977","M","Wales","Lower Than A Level","10-20","35-55","0","60","N","Pass"
"FFF","2014B","470619","F","Scotland","A Level or Equivalent","30-40%","0-35","0","120","N","Pass"
"FFF","2014B","472120","M","North Region","A Level or Equivalent","10-20","0-35","2","60","N","Pass"
"FFF","2014B","472341","M","Scotland","A Level or Equivalent","90-100%","0-35","0","60","Y","Fail"
"FFF","2014B","472810","M","East Anglian Region","Lower Than A Level","70-80%","0-35","1","60","N","Fail"
"FFF","2014B","474677","M","London Region","Lower Than A Level","20-30%","0-35","1","60","N","Fail"
