"id_site","code_module","code_presentation","activity_type","week_from","week_to"
"729797","CCC","2014B","oucontent","1","2"
"730126","CCC","2014B","url","",""
"729830","CCC","2014B","oucontent","",""
"730021","CCC","2014B","subpage","",""
"730057","CCC","2014B","resource","",""
"730090","CCC","2014B","resource","",""
"729794","CCC","2014B","quiz","",""
"730123","CCC","2014B","url","",""
"729827","CCC","2014B","oucontent","",""
"730018","CCC","2014B","subpage","",""
"730052","CCC","2014B","resource","",""
"730087","CCC","2014B","resource","",""
"729791","CCC","2014B","quiz","",""
"730120","CCC","2014B","url","",""
"729824","CCC","2014B","oucontent","",""
"730015","CCC","2014B","subpage","",""
"730049","CCC","2014B","resource","",""
"730084","CCC","2014B","resource","",""
"729788","CCC","2014B","quiz","",""
"730116","CCC","2014B","resource","",""
"729821","CCC","2014B","oucontent","",""
"730012","CCC","2014B","subpage","",""
"730046","CCC","2014B","resource","",""
"730081","CCC","2014B","resource","",""
"729785","CCC","2014B","quiz","",""
"730113","CCC","2014B","resource","",""
"729818","CCC","2014B","oucontent","",""
"730008","CCC","2014B","subpage","",""
"730043","CCC","2014B","resource","",""
"730078","CCC","2014B","resource","",""
"729782","CCC","2014B","quiz","",""
"730110","CCC","2014B","resource","",""
"729815","CCC","2014B","oucontent","",""
"729845","CCC","2014B","oucontent","",""
"730040","CCC","2014B","resource","",""
"730075","CCC","2014B","resource","",""
"730107","CCC","2014B","resource","",""
"729811","CCC","2014B","oucontent","",""
"729842","CCC","2014B","oucontent","",""
"730037","CCC","2014B","resource","",""
"730072","CCC","2014B","resource","",""
"729683","CCC","2014B","forumng","",""
"730104","CCC","2014B","resource","",""
"729808","CCC","2014B","oucontent","",""
"730033","CCC","2014B","subpage","",""
"730069","CCC","2014B","resource","",""
"729678","CCC","2014B","forumng","",""
"730101","CCC","2014B","resource","",""
"729805","CCC","2014B","oucontent","",""
"923835","CCC","2014B","oucollaborate","",""
"729839","CCC","2014B","oucontent","",""
"730030","CCC","2014B","subpage","",""
"730066","CCC","2014B","resource","",""
"729674","CCC","2014B","forumng","",""
"730098","CCC","2014B","resource","",""
"729802","CCC","2014B","oucontent","",""
"730134","CCC","2014B","url","",""
"729836","CCC","2014B","oucontent","",""
"730027","CCC","2014B","subpage","",""
"730063","CCC","2014B","resource","",""
"730095","CCC","2014B","resource","",""
"729799","CCC","2014B","oucontent","",""
"730130","CCC","2014B","url","",""
"729833","CCC","2014B","oucontent","",""
"730023","CCC","2014B","subpage","",""
"730060","CCC","2014B","resource","",""
"730092","CCC","2014B","resource","",""
"729796","CCC","2014B","page","",""
"730125","CCC","2014B","url","",""
"729829","CCC","2014B","oucontent","",""
"730020","CCC","2014B","subpage","",""
"730054","CCC","2014B","resource","",""
"730089","CCC","2014B","resource","",""
"729793","CCC","2014B","quiz","",""
"730122","CCC","2014B","url","",""
"729826","CCC","2014B","oucontent","",""
"730017","CCC","2014B","subpage","",""
"730051","CCC","2014B","resource","",""
"730086","CCC","2014B","resource","",""
"729790","CCC","2014B","quiz","",""
"730118","CCC","2014B","oucollaborate","",""
"729823","CCC","2014B","oucontent","",""
"730014","CCC","2014B","subpage","",""
"730048","CCC","2014B","resource","",""
"730083","CCC","2014B","resource","",""
"729787","CCC","2014B","quiz","",""
"730115","CCC","2014B","resource","",""
"729820","CCC","2014B","oucontent","",""
"730011","CCC","2014B","subpage","",""
"730045","CCC","2014B","resource","",""
"730080","CCC","2014B","resource","",""
"729784","CCC","2014B","quiz","",""
"730112","CCC","2014B","resource","",""
"729817","CCC","2014B","oucontent","",""
"730007","CCC","2014B","subpage","",""
"730042","CCC","2014B","resource","",""
"730077","CCC","2014B","resource","",""
"729781","CCC","2014B","quiz","",""
"730109","CCC","2014B","resource","",""
"729813","CCC","2014B","oucontent","5","7"
"729844","CCC","2014B","oucontent","3","4"
"730039","CCC","2014B","resource","",""
"730074","CCC","2014B","resource","",""
"730106","CCC","2014B","resource","",""
"729810","CCC","2014B","oucontent","8","9"
"729841","CCC","2014B","oucontent","",""
"730035","CCC","2014B","subpage","",""
"730071","CCC","2014B","resource","",""
"729682","CCC","2014B","forumng","",""
"730103","CCC","2014B","resource","",""
"729807","CCC","2014B","oucontent","",""
"909016","CCC","2014J","forumng","",""
